CIN,Company_Name,ROC_Code,Category,Sub_Category,Class,Authorized_Capital,Paidup_Capital,Registration_Date,Address,Listing_Status,Status,State_Code,Company_Type,NIC_Code,Industry_Classification,State,snapshot_date,snapshot_name
U52399MH2011PTC220684,BEAUTIFUL COSMO PRODUCTS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,10000000.0,10000000.0,2011-08-08 00:00:00,"4,Green Ville Apts,Oshiwara, off J.P Road,   Swami Samartha Nagar,Lokhandwala complex,,Andheri-W,Mumbai,Maharashtra,400053-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2012PTC227484,SHREE SHAKTI CONSUMER PRODUCTS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2012-02-28 00:00:00,"939, FLOOR-2,13, ABHYUDAYA NAGAR, G D AMBEKAR MARG   KALACHOWKY,,MUMBAI,Mumbai City,Maharashtra,400033-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2013PTC241338,IGNITE INFRASTRUCTURE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2013-03-25 00:00:00,"HOUSE NO 105, NEW ITWARI ROAD,BESIDE KHADIMS SHOES   BADKAS CHOWK MAHAL,NAGPUR,Nagpur,Maharashtra,440032-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2016PTC285940,RUBIX-TECH SERVICES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2016-09-16 00:00:00,"A-603, KRISHNADEEP APARTMENT, YASHWANT NAGAR   SANTACRUZ EAST,MUMBAI,Mumbai City,Maharashtra,400055-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2020PTC346737,ESCY EQUIPMENTS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,1000000.0,2020-09-25 00:00:00,"Thermolab House,Plot No.19/20,   Vasai Municipal Ind. Area, Umela Road,VASAI,Thane,Maharashtra,401207-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2021PTC353765,NASO EQUINOX PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,120000.0,2021-01-19 00:00:00,"G-6, Ground Floor, Ahmed Tower,   Madhavrao Gangan Street, Agripada,mumbai,Mumbai City,Maharashtra,400011-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2022PTC375373,MYRA BESTMART INDIA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,200000.0,2022-01-24 00:00:00,"C/O. ASHWINI N. RAMTEKE. FLAT NO.301,   SAI GALAXY, JAIDURGA SOCIETY 2,,NAGPUR,Nagpur,Maharashtra,440005-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399MH2022PTC381025,PAWPSTAR PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2022-04-21 00:00:00,"213, 2ND FLOOR, T. V. INDUSTRIAL ESTATE, 52,   S. K. AHIRE MARG, WORLI,Mumbai City,Mumbai City,Maharashtra,400030-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2011PTC141559,FARSAIF INDIA PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,500000.0,100000.0,2011-12-08 00:00:00,"Shop No. 3 & 4, Girls School Extension Building B,   New Modikhana, Off M.G. Road,Pune,Pune,Maharashtra,411001-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2012PTC142512,BONITHOME PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,110000.0,100000.0,2012-03-12 00:00:00,"C\O ALIF TRADERS, SHOP # 5, SONA RUPA BUILDING,   KHARALWADI, PIMPRI,,PUNE,Pune,Maharashtra,411018-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2012PTC145421,IRB CONCEPT MARKETING PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2012-11-14 00:00:00,"S No: 17/5A, Behind Ranmala Hotel, Walhekarwadi   Chinchwad,Pune,Pune,Maharashtra,411033-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2012PTC145769,MADE 4 U ENTERPRISES PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2012-12-18 00:00:00,"A/P. KUMBRAL, TAL-DODAMARG,SINDHUDURG,Sindhudurg,Maharashtra,416512-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2013PTC146306,RUDRA MULTI SERVICE PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2013-02-19 00:00:00,"223/A/A10, Parijat Colony   Vithal Nagar, Near Akashwani, Hadapsar,Pune,Pune,Maharashtra,411028-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2013PTC147327,BELTREE STORES PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,500000.0,100000.0,2013-05-09 00:00:00,"FP-406/3/1, CLOVER PARK VIEW   S N 17, SANGAMWADI, KOREGAON PARK GHORPA,DI,PUNE,Pune,Maharashtra,411001-India",Unlisted,Strike Off,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52399PN2022PTC208886,ELEGANZA EXIM PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,20000.0,2022-02-25 00:00:00,"SHOP  NO 300, SAI CHOWK   PUNA PIMPRI,PUNE,Pune,Maharashtra,411017-India",Unlisted,Active,maharashtra,Indian,52399,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52500MH2011PTC220781,CRONUS VENTURES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2011-08-10 00:00:00,"B - 1003, HILL GRANGE, LINK STREET,   HIRANANDANI ESTATE, G B ROAD, THANE (WES,T),THANE,Maharashtra,400607-India",Unlisted,Active,maharashtra,Indian,52500,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52500MH2020OPC339540,IVG E-COMMERCE (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,100000.0,2020-04-24 00:00:00,"P.NO.23/B, MAHATMA PHULE NAGAR   SHINGAVE TALUKA SHIRPUR,,DHULE,Dhule,Maharashtra,425405-India",Unlisted,Active,maharashtra,Indian,52500,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52512MH2008PTC180973,SUNAGE (INDIA) CONSULTANCY PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2008-04-09 00:00:00,"93-B, MITTAL COURT,   NARIMAN POINT,,MUMBAI,Maharashtra,400021-India",Unlisted,Converted to LLP,maharashtra,Indian,52512,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH1999PTC117994,ARNA MARKETING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,200000.0,0.0,1999-01-25 00:00:00,"1489,NAGAON-I, S.NO.50,HISSA NO.4,VILLAGE TEMGHAR,   TALUKA BHIWANDI,,DIST-THANE.,Maharashtra,000000-India",Unlisted,Strike Off,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH2004PTC149617,MAX INTERNET SHOPPING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2004-11-19 00:00:00,"237 HINDUSTAN KOHINOORINDUSTRIAL COMPLEX LBS MARG   VIKHROLI WEST,MUMBAI,Mumbai City,Maharashtra,400083-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH2019PTC326311,OFFERPOLES E-COMMERCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,50000.0,2019-06-04 00:00:00,"38B, Kuber Complex, Suresh Nagar, Off Village   Oshiwara Link Road, Andheri West,Mumbai,Mumbai City,Maharashtra,400053-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH2021OPC361472,SHENDRE CONSUTRADE (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,1500000.0,100000.0,2021-06-02 00:00:00,"101, Wing-1, Rachana Residency   Ganediwal Layout, Camp,Amravati,Amravati,Maharashtra,444602-India",Unlisted,Strike Off,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH2021PTC359107,MAKE ASSOCIATES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,490000.0,10000.0,2021-04-17 00:00:00,"Anant Smruti, First Floor, P D Road   Opposite Samrat Hotel, Dombivali(West),Thane,Thane,Maharashtra,421202-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520MH2022OPC393663,MIGHTYCLOUD INDIA (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,10000.0,2022-11-17 00:00:00,"A/102 BLDG NO1   KANE WADITEMBHI NAKA,THANA,Thane,Maharashtra,400099-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520PN2021PTC202687,HAZEL CLOTHING PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2021-07-16 00:00:00,"Shop No.5, Plot No.21 & 22, Khiwansara   August Home, Khiwansara Park E,Aurangabad,Aurangabad,Maharashtra,431001-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52520PN2022OPC211257,SMART VISION IMPORT EXPORT (OPC) PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,One Person Company,500000.0,100000.0,2022-05-12 00:00:00,"1199 B CHANAKY PURI, APTS   SHIVAJINAGAR FC ROAD,PUNE,Pune,Maharashtra,411004-India",Unlisted,Active,maharashtra,Indian,52520,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52590MH2002PTC137803,PENTAGON NETWORK MARKETING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2002-11-07 00:00:00,"1 ANUPSINGH CHAWL RAM NAGARSUHAS MODI ROAD   KANDIVALI EAST,MUMBAI,Maharashtra,400101-India",Unlisted,Strike Off,maharashtra,Indian,52590,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52590MH2003PTC141790,BHAGYALAXMI NETWORK MARKETING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2003-08-18 00:00:00,"STAR EXECUTIVE HUB BLOCKNO 233 UTKARSH NIRMAN   MANGAL- WARI ROAD SADAR,NAGPUR,Maharashtra,440001-India",Unlisted,Strike Off,maharashtra,Indian,52590,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52590MH2009PTC195245,ANUSHA SIGNAGESS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2009-08-26 00:00:00,"NEW BDD CHAWL15B, ROOM NO.15,   MAHATMA PHULE ROAD, NAIGAON,,MUMBAI,Mumbai City,Maharashtra,400014-India",Unlisted,Strike Off,maharashtra,Indian,52590,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52590MH2016PTC288617,URCS RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,600000.0,2016-12-19 00:00:00,"B/305 Yamuna Tower Jangid Complex CHS Ltd   Opp Jammu & Kashmir Bank Mira Road East,Thane,MUMBAI,Thane,Maharashtra,401107-India",Unlisted,Active,maharashtra,Indian,52590,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52590MH2022PTC378191,AGRO ORBIT HUB PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,7500000.0,5000000.0,2022-03-09 00:00:00,"GAT No. 202 MIDC PHASE 4 (M. Corp.),Akola,Akola,Maharashtra,444001-India",Unlisted,Active,maharashtra,Indian,52590,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH1998PTC116616,BOSS COAT PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,0.0,1998-09-22 00:00:00,"B-24, ANAND PRAKASH BUILDING,KUNDAVITA ROAD,   ANDHERI EAST,,MUMBAI 400 059,Maharashtra,000000-India",Unlisted,Strike Off,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH2007PTC167697,ADVENTURE TRADING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2007-02-08 00:00:00,"360/2888, Motilal Nagar No.II,   Goregaon (West),,Mumbai,Maharashtra,400090-India",Unlisted,Strike Off,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH2012PTC235109,FIRST SOURCE MERCHANDISE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,10000000.0,8300000.0,2012-08-29 00:00:00,"2B / 1109 BRINDABAN BLDG 2 CHS LTD,   POONAM NAGAR, ANDHERI (EAST),MUMBAI,Maharashtra,400093-India",Unlisted,Active,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH2013PTC250799,J2J TRADING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2013-12-05 00:00:00,"13, Shanti Bhavan, Behind Goshala   Jogeshwari East,Mumbai,Mumbai City,Maharashtra,400060-India",Unlisted,Strike Off,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH2020PTC340270,LIFANSO ECOM SERVICES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2020-06-04 00:00:00,"LEELA APARTMENT   PARIMAL NAGAR,NANDED,Nanded,Maharashtra,431602-India",Unlisted,Strike Off,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599MH2021PTC358616,ECOM RETAILS ECOMMERCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2021-04-09 00:00:00,"C 1401, GOLDEN WILLOW,VASANT GARDEN,   NEAR SWAPNA NAGARI ,MULUND,MUMBAI,Mumbai City,Maharashtra,400080-India",Unlisted,Active,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599PN1988PTC046451,PRABHAT RETREADERS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,1500000.0,1400000.0,1988-03-09 00:00:00,"1291 - C SUBHASH ROAD, LAMIPURI KOLHAPUR - 416002.,KOLHAPUR,Maharashtra,416002-India",Unlisted,Active,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599PN2018PTC179292,XTRIM AUTO TECHNOLOGIES PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2018-10-01 00:00:00,"GAL NO 4 INGALE ARKAD LAL TAKI ROAD   SARJEPURA,AHMEDNAGAR,Ahmednagar,Maharashtra,414001-India",Unlisted,Active,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52599PN2020PTC194182,BIO GURU LIFE SCIENCE PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2020-09-18 00:00:00,"PLOT NO. 434, DESHMUKH MALA, AT -DUSHERE   POST - SHERE, TALUKA- KARAD,KARAD,Satara,Maharashtra,415108-India",Unlisted,Active,maharashtra,Indian,52599,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52600MH2005PTC157534,APT REVELAT ION AUTOMATION PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2005-11-24 00:00:00,"CH-01/61, KENDRIYA VIHAR   SECTOR-11, KHARGHAR,NAVI MUMBAI,Maharashtra,410210-India",Unlisted,Active,maharashtra,Indian,52600,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52600MH2018PTC305554,S. S. T. B. RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2018-02-24 00:00:00,"FLAT  NO 808, CTS NO 1320, A WING, VINIT TOWER CHS   JUHU VERSOVA LINK ROAD, ANDHERI WEST,MUMBAI,Mumbai City,Maharashtra,400053-India",Unlisted,Active,maharashtra,Indian,52600,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52601MH2016PTC280341,MAGNOVIA PHARMACEUTICAL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2016-04-29 00:00:00,"FLAT NO 202 BALKRUSHNA ARCADE CHS PLOT NO 41   SECTOR 28 NERUL,NAVI MUMBAI,Thane,Maharashtra,400706-India",Unlisted,Active,maharashtra,Indian,52601,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52601MH2017PTC298585,BARTOSZ RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2017-08-14 00:00:00,"Flat No A/13, on 3rd Floor,Jeevan Darshan Apt   Saraswati Nagar, Navghar Road,Bhayandar,(E),,Thane,Thane,Maharashtra,401105-India",Unlisted,Strike Off,maharashtra,Indian,52601,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52601MH2019PTC320404,MIKITA OVERSEAS ENTERPRISE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-01-30 00:00:00,"1ST & 2ND FLOOR,KANGALWALA HOUSE,PLOT   NO175,BEHIND METRO HOUSE,CST ROAD,KALINA,BANDRA KURLA COMPLEX,Mumbai City,Maharashtra,400098-India",Unlisted,Active,maharashtra,Indian,52601,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52601MH2020PTC348270,BORN IN BOMBAY RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,400000.0,120000.0,2020-10-20 00:00:00,"102, VIHAR ESTATE SURVEY NO. 94B, VIHAR   ROAD, ANDHERI E NEAR ARIHANT IND,ANDHERI,MUMBAI,Mumbai City,Maharashtra,400072-India",Unlisted,Strike Off,maharashtra,Indian,52601,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52602MH2012PTC238495,PAVAN SUT HOME APPLIANCES AND MULTISERVICES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2012-12-04 00:00:00,"SHOP NO.57, AMBEDKAR MARKET   MAHAVEER CHOWK, BASMAT,HINGOLI,Hingoli,Maharashtra,431512-India",Unlisted,Strike Off,maharashtra,Indian,52602,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52602MH2018PTC308306,TGK INFOTECH PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2018-04-20 00:00:00,"Shop No 19, Ground Floor, Monarch Orchid CHS LTD   Plot No 94&95, Sector 19, Kharghar, Navi, Mumbai,Kharghar,Raigarh,Maharashtra,410210-India",Unlisted,Active,maharashtra,Indian,52602,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52602MH2018PTC318080,CEGNA JEWEL CREATION PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2018-12-11 00:00:00,"GALA NO 304, KAMAKHYA CHAMBERS, BEHIND NEW GOLDEN NEST,GAS GODOWN ROAD, NEW SHIV MANDIR, BHAYANDER E,Thane,Thane,Maharashtra,401105-India",Unlisted,Active,maharashtra,Indian,52602,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52602MH2020PLC348508,SUUMAYA RETAIL LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Public,10000000.0,10000000.0,2020-10-23 00:00:00,"Flat No. B-503, Jyoti Plaza, Opp. Anand Ashram,S.V. Road, Near Bank of Baroda,Kandivali West,Mumbai,Maharashtra,400067-India",Unlisted,Active,maharashtra,Indian,52602,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52603MH2018PTC311963,VALVENT ENTERPRISES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2018-07-17 00:00:00,"B-52 ANAND NIWAS 110 B WING OFF No. 24   MATCH FACTORY LANE P KELUSKAR MARG KURLA, W,MUMBAI,Mumbai City,Maharashtra,400070-India",Unlisted,Active,maharashtra,Indian,52603,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52603MH2022PTC375941,OMNILINK ALLIANCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1500000.0,1000000.0,2022-02-02 00:00:00,"307, Sankalp Siddhi Building, Goregaon   Check Naka, Goregaon East,Mumbai,Mumbai City,Maharashtra,400097-India",Unlisted,Active,maharashtra,Indian,52603,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52604PN2022PTC210263,SHRI ANVIT ENTERPRISES PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,10000.0,2022-04-11 00:00:00,"ISHA EMRALD SN. 612 BLDG-B   LULLA NGR MARKET YARD,PUNE,Pune,Maharashtra,411037-India",Unlisted,Active,maharashtra,Indian,52604,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52605MH2016PTC286525,PARSHVA DISTRIBUTORS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2016-10-04 00:00:00,"A-405/406, SHANKAR PARK CO-OP HSG SOC LTD,   SHANKAR LANE, KANDIVALI WEST,,MUMBAI,Mumbai City,Maharashtra,400067-India",Unlisted,Active,maharashtra,Indian,52605,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2010PTC198242,ARUNODAYA CONSUMER PRODUCTS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2010-01-01 00:00:00,"SAVITRIBHAI PHULE NAGAR,LANE NO.3,   OPP PANTNAGAR POLICE STATION,GHATKOPAR (,EAST),MUMBAI,Mumbai City,Maharashtra,400075-India",Unlisted,Strike Off,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2016PTC285416,XYOR TRADE ZONE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,200000.0,2016-09-01 00:00:00,"404, MONARCH CHAMBERS PREMISES CHS LTD,   MAROL MAROSHI ROAD, ANDHERI (E),MUMBAI,Mumbai City,Maharashtra,400059-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2016PTC288237,REPLETE TRADERS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2016-12-07 00:00:00,"Flat No.02, Ground Floor, Gajanan Apt.,Mahesh Park   Tulinj Road,Nallasopra East,,Thane,Thane,Maharashtra,401209-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2016PTC288804,SANGMIRI PRODUCTS AND TRADERS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2016-12-22 00:00:00,"GAT No. 20/2, AT POST- LAKHAMAPUR   TALUKA- BAGLAN, DISTRICT-NASHIK,LAKHAMAPUR,Nashik,Maharashtra,423301-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2017OPC289400,ONIV ANTIQUE INTERNATIONAL (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,100000.0,2017-01-10 00:00:00,"HANS CHL SUBHASH NAGAR GAONDEVI D M ROAD SANTACRUZ   EAST NEAR JAI MAHARASHTRA CHAWL,MUMBAI,Mumbai City,Maharashtra,400055-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2017PTC292486,LUMINOR RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,50000.0,2017-03-16 00:00:00,"Office No 201, Plot No D-263 M.I.D.C.   Turbhe Naka,Navi Mumbai,Mumbai City,Maharashtra,400705-India",Unlisted,Strike Off,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2018PTC316895,GEARS EMINENCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,500000.0,2018-11-08 00:00:00,"Flat-305,Floor3Wing B Serenity Heights-B   Chincholi Bunder Temping Rd Malad (W),MUMBAI,Mumbai City,Maharashtra,400064-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2019OPC324586,SUNCELL TRADING (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,100000.0,2019-04-26 00:00:00,"604, YARROW NAHARS AMRIT SHAKTI,   CHANDIVALI FARM ROAD, ANDHERI (E),MUMBAI,Mumbai City,Maharashtra,400072-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2019PTC320183,FICOSA RETAIL SERVICES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,125000.0,125000.0,2019-01-25 00:00:00,"A302, Plot No. 161, Sagar Shrot CHS,   Juhu Versova Link, Andheri West,,MUMBAI,Mumbai City,Maharashtra,400053-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2019PTC320792,ORAFS IMPORT AND EXPORT PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-02-07 00:00:00,"F- 130, LBS Marg, The Dreams Mall   Bhandup West,MUMBAI,Mumbai City,Maharashtra,400078-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
U52609MH2019PTC326289,SANDARATA RETAIL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-06-04 00:00:00,"175, Kagalwala House,CST Road, Kalina,Metro Estate   C-Block,behind Mercedes Showroom,East wi,ng,Mumbai,Mumbai City,Maharashtra,400098-India",Unlisted,Active,maharashtra,Indian,52609,Trading,Maharashtra,2025-10-19 09:25:13.103484,day3
